product_id,category,unit_price,active_flag
CP0365,Fashion,26.52,1
CP0366,Electronics,495.97,0
CP0367,Electronics,128.75,1
CP0368,Electronics,417.09,0
CP0369,Grocery,143.04,1
CP0370,Electronics,349.47,1
CP0371,Grocery,29.81,1
CP0372,Grocery,109.68,1
CP0373,Electronics,348.28,1
CP0374,Home,384.01,1
CP0375,Grocery,198.93,1
CP0376,Fashion,44.33,0
CP0377,Fashion,307.37,1
CP0378,Electronics,418.03,1
CP0379,Grocery,266.79,1
CP0380,Grocery,405.96,1
CP0381,Home,203.11,1
CP0382,Grocery,465.78,1
CP0383,Grocery,97.18,1
CP0384,Home,456.77,0
CP0385,Home,463.04,1
CP0386,Home,230.16,1
CP0387,Grocery,138.34,1
CP0388,Electronics,371.23,1
CP0389,Fashion,185.51,1
CP0390,Grocery,166.74,1
CP0391,Home,79.27,1
CP0392,Fashion,384.7,1
CP0393,Home,495.74,1
CP0394,Electronics,208.45,1
CP0395,Electronics,106.92,1
CP0396,Electronics,236.59,1
CP0397,Grocery,361.52,1
CP0398,Fashion,182.95,0
CP0399,Electronics,449.85,0
CP0400,Home,27.42,1
CP0401,Fashion,434.5,0
CP0402,Electronics,389.86,1
CP0403,Home,155.19,1
CP0404,Grocery,337.68,1
CP0405,Fashion,426.69,1
CP0406,Home,78.95,1
CP0407,Fashion,41.51,1
CP0408,Home,384.75,1
CP0409,Home,30.37,1
CP0410,Fashion,362.18,1
CP0411,Electronics,153.78,1
CP0412,Grocery,367.7,1
CP0413,Electronics,260.91,1
CP0414,Fashion,211.01,1
CP0415,Grocery,44.41,1
CP0416,Fashion,479.51,1
CP0417,Electronics,161.93,1
CP0418,Electronics,187.15,1
CP0419,Home,300.95,1
CP0420,Grocery,96.1,0
CP0421,Fashion,170.12,1
CP0422,Fashion,445.26,1
CP0423,Electronics,484.58,0
CP0424,Grocery,325.64,1
CP0425,Electronics,210.16,1
CP0426,Electronics,484.25,1
CP0427,Fashion,107.77,1
CP0428,Fashion,72.25,1
CP0429,Electronics,274.35,1
CP0430,Electronics,71.68,1
CP0431,Grocery,425.2,0
CP0432,Home,209.57,1
CP0433,Home,150.37,1
CP0434,Electronics,50.61,1
CP0435,Fashion,357.38,1
CP0436,Electronics,382.01,1
CP0437,Home,110.58,0
CP0438,Fashion,156.59,1
CP0439,Fashion,366.36,1
CP0440,Grocery,44.21,1
CP0441,Electronics,245.0,1
CP0442,Fashion,198.9,1
CP0443,Home,157.13,1
CP0444,Electronics,221.45,1
CP0445,Fashion,438.99,1
CP0446,Electronics,209.76,1
CP0447,Home,135.18,1
CP0448,Grocery,333.79,1
CP0449,Home,251.51,1
CP0450,Electronics,341.41,1
CP0451,Grocery,68.74,1
CP0452,Electronics,111.84,1
CP0453,Fashion,245.37,1
CP0454,Home,216.38,1
CP0455,Fashion,161.54,1
CP0456,Electronics,449.58,1
CP0457,Electronics,388.35,1
CP0458,Electronics,231.19,1
CP0459,Grocery,29.4,1
CP0460,Fashion,457.73,1
CP0461,Home,286.82,1
CP0462,Grocery,331.32,0
CP0463,Home,218.16,1
CP0464,Grocery,229.79,1
CP0465,Home,107.01,1
CP0466,Home,220.02,1
CP0467,Grocery,369.23,1
CP0468,Fashion,202.58,1
CP0469,Fashion,40.73,1
CP0470,Grocery,258.64,1
CP0471,Grocery,114.18,1
CP0472,Fashion,65.31,1
CP0473,Home,470.31,1
CP0474,Grocery,221.78,0
CP0475,Home,189.04,1
CP0476,Grocery,444.62,1
CP0477,Home,250.29,1
CP0478,Electronics,62.7,1
CP0479,Electronics,359.32,1
CP0480,Fashion,106.62,1
CP0481,Home,376.47,1
CP0482,Fashion,42.54,1
CP0483,Grocery,52.08,1
CP0484,Grocery,147.43,1
CP0485,Fashion,221.17,1
CP0486,Electronics,133.14,1
CP0487,Home,189.62,0
CP0488,Electronics,427.05,1
CP0489,Grocery,226.75,1
CP0490,Grocery,254.77,1
CP0491,Home,348.99,1
CP0492,Electronics,139.84,1
CP0493,Grocery,143.48,0
CP0494,Grocery,106.58,1
CP0495,Fashion,204.63,1
CP0496,Fashion,313.33,1
CP0497,Grocery,387.15,1
CP0498,Home,420.34,1
CP0499,Electronics,360.7,1
CP0500,Electronics,372.92,1
CP0501,Electronics,65.24,1
CP0502,Electronics,313.64,1
CP0503,Home,486.25,1
CP0504,Grocery,355.8,1
CP0505,Home,123.33,0
CP0506,Home,129.83,1
CP0507,Grocery,316.66,1
CP0508,Home,424.71,1
CP0509,Fashion,345.11,1
CP0510,Electronics,223.23,1
CP0511,Fashion,228.47,1
CP0512,Electronics,229.86,1
CP0513,Grocery,130.1,1
CP0514,Fashion,190.43,1
CP0515,Electronics,433.21,1
CP0516,Grocery,111.19,1
CP0517,Grocery,498.39,1
CP0518,Electronics,130.47,1
CP0519,Grocery,276.99,1
CP0520,Home,157.84,1
CP0521,Grocery,270.88,1
CP0522,Fashion,94.5,1
CP0523,Electronics,181.24,0
CP0524,Home,371.5,1
CP0525,Grocery,222.85,0
CP0526,Electronics,11.83,1
CP0527,Electronics,86.33,1
CP0528,Home,130.91,1
CP0529,Electronics,44.77,1
CP0530,Home,224.81,1
CP0531,Fashion,301.1,1
CP0532,Grocery,116.2,1
CP0533,Home,459.25,1
CP0534,Grocery,376.87,0
CP0535,Electronics,358.36,1
CP0536,Fashion,442.64,1
CP0537,Electronics,221.6,1
CP0538,Electronics,278.76,1
CP0539,Grocery,138.65,1
CP0540,Grocery,335.29,1
CP0541,Fashion,296.74,1
CP0542,Home,15.7,0
CP0543,Fashion,56.43,1
CP0544,Home,152.51,1
CP0545,Home,283.35,1
CP0546,Electronics,241.28,1
CP0547,Fashion,11.55,1
CP0548,Fashion,183.05,1
CP0549,Grocery,421.14,1
CP0550,Grocery,344.23,1
CP0551,Home,404.24,1
CP0552,Home,490.69,1
CP0553,Electronics,140.06,1
CP0554,Electronics,423.21,1
CP0555,Home,188.23,1
CP0556,Grocery,137.98,1
CP0557,Electronics,419.01,1
CP0558,Grocery,103.92,0
CP0559,Electronics,347.38,1
CP0560,Fashion,12.09,1
CP0561,Fashion,449.68,1
CP0562,Home,342.97,1
CP0563,Grocery,121.72,1
CP0564,Fashion,347.8,1
CP0565,Electronics,340.96,1
CP0566,Electronics,452.71,1
CP0567,Fashion,170.71,1
CP0568,Electronics,323.63,1
CP0569,Home,288.27,1
CP0570,Grocery,182.54,1
CP0571,Home,478.46,1
CP0572,Home,469.2,1
CP0573,Home,442.22,1
CP0574,Home,482.36,1
CP0575,Grocery,10.6,1
CP0576,Fashion,209.67,1
CP0577,Fashion,126.71,1
CP0578,Home,488.21,1
CP0579,Home,315.82,1
CP0580,Grocery,15.69,1
CP0581,Fashion,348.23,1
CP0582,Electronics,266.3,1
CP0583,Electronics,404.89,1
CP0584,Home,421.69,1
CP0585,Fashion,370.29,1
CP0586,Electronics,48.55,1
CP0587,Fashion,195.07,1
CP0588,Fashion,424.71,1
CP0589,Electronics,310.06,1
CP0590,Grocery,324.82,1
CP0591,Fashion,106.42,1
CP0592,Fashion,185.03,1
CP0593,Grocery,106.76,0
CP0594,Electronics,83.13,1
CP0595,Electronics,359.27,1
CP0596,Electronics,81.51,1
CP0597,Grocery,82.56,1
CP0598,Electronics,180.38,0
CP0599,Fashion,57.36,1
CP0600,Fashion,79.87,1
CP0601,Fashion,353.65,1
CP0602,Electronics,451.57,0
CP0603,Fashion,219.93,1
CP0604,Home,258.2,1
CP0605,Grocery,325.33,1
CP0606,Electronics,25.7,1
CP0607,Electronics,297.38,1
CP0608,Grocery,411.87,1
CP0609,Grocery,408.51,1
CP0610,Grocery,300.64,1
CP0611,Home,142.97,1
CP0612,Grocery,79.29,1
CP0613,Fashion,418.47,1
CP0614,Home,51.88,1
CP0615,Grocery,82.05,1
CP0616,Home,188.19,1
CP0617,Home,45.1,1
CP0618,Fashion,218.08,1
CP0619,Fashion,95.64,1
CP0620,Home,316.55,1
CP0621,Home,121.14,1
CP0622,Electronics,465.48,1
CP0623,Electronics,222.68,1
CP0624,Electronics,272.9,1
CP0625,Fashion,416.05,1
CP0626,Grocery,470.5,0
CP0627,Fashion,342.53,0
CP0628,Grocery,228.7,1
CP0629,Home,114.91,1
CP0630,Electronics,235.47,1
CP0631,Home,495.73,1
CP0632,Home,25.03,0
CP0633,Electronics,89.37,1
CP0634,Home,341.76,1
CP0635,Electronics,234.93,1
CP0636,Home,314.44,1
CP0637,Electronics,276.21,1
CP0638,Electronics,19.82,0
CP0639,Home,394.49,1
CP0640,Electronics,8.29,1
CP0641,Fashion,175.85,1
CP0642,Fashion,35.99,1
CP0643,Home,161.68,1
CP0644,Electronics,37.24,1
CP0645,Grocery,42.26,1
CP0646,Electronics,256.17,1
CP0647,Home,220.69,1
CP0648,Electronics,313.87,1
CP0649,Home,396.26,1
CP0650,Fashion,371.25,1
CP0651,Electronics,365.15,1
CP0652,Grocery,462.12,1
CP0653,Home,324.9,0
CP0654,Grocery,394.3,1
CP0655,Home,249.33,1
CP0656,Fashion,458.83,1
CP0657,Fashion,481.14,1
CP0658,Grocery,21.96,1
CP0659,Fashion,305.99,1
CP0660,Home,481.86,1
CP0661,Grocery,384.75,1
CP0662,Grocery,99.01,1
CP0663,Grocery,308.02,1
CP0664,Home,381.93,1
CP0665,Home,50.76,1
CP0666,Electronics,200.5,1
CP0667,Electronics,238.4,0
CP0668,Grocery,297.31,1
CP0669,Grocery,276.28,1
CP0670,Home,232.58,1
CP0671,Home,261.49,1
CP0672,Grocery,20.89,1
CP0673,Electronics,377.02,1
CP0674,Fashion,494.76,1
CP0675,Fashion,454.44,1
CP0676,Fashion,147.76,1
CP0677,Fashion,68.64,0
CP0678,Grocery,460.45,1
CP0679,Fashion,84.14,1
CP0680,Home,46.89,1
CP0681,Fashion,318.08,1
CP0682,Fashion,81.0,0
CP0683,Fashion,482.81,1
CP0684,Fashion,145.42,1
CP0685,Grocery,252.11,1
CP0686,Grocery,448.49,1
CP0687,Fashion,172.23,1
CP0688,Electronics,140.15,1
CP0689,Home,67.48,1
CP0690,Grocery,207.68,1
CP0691,Grocery,275.26,1
CP0692,Grocery,188.09,0
CP0693,Grocery,480.07,1
CP0694,Home,274.51,1
CP0695,Grocery,331.92,1
CP0696,Electronics,432.42,0
CP0697,Electronics,300.73,1
CP0698,Fashion,393.68,1
CP0699,Home,410.02,1
CP0700,Grocery,254.38,1
CP0701,Fashion,281.16,1
CP0702,Electronics,354.58,1
CP0703,Electronics,254.44,1
CP0704,Fashion,110.73,1
CP0705,Grocery,438.18,1
CP0706,Home,181.77,1
CP0707,Grocery,399.19,1
CP0708,Fashion,354.71,1
CP0709,Electronics,435.49,1
CP0710,Home,64.49,1
CP0711,Grocery,370.34,1
CP0712,Grocery,100.32,1
CP0713,Electronics,77.99,1
CP0714,Home,257.14,1
CP0715,Electronics,203.93,1
CP0716,Grocery,235.9,1
CP0717,Home,208.65,1
CP0718,Grocery,5.86,0
CP0719,Electronics,424.1,1
CP0720,Grocery,78.96,1
CP0721,Electronics,217.81,1
CP0722,Home,480.29,1
CP0723,Electronics,72.76,1
CP0724,Electronics,193.69,1
CP0725,Fashion,298.5,1
CP0726,Grocery,272.16,1
CP0727,Fashion,97.89,1
CP0728,Fashion,7.55,1
CP0729,Grocery,115.33,1
CP0730,Grocery,236.94,1
CP0731,Fashion,119.12,1
CP0732,Home,53.19,1
CP0733,Electronics,224.03,1
CP0734,Electronics,497.02,1
CP0735,Fashion,359.54,0
CP0736,Electronics,28.59,1
CP0737,Electronics,426.72,1
CP0738,Electronics,77.97,1
CP0739,Electronics,143.51,1
CP0740,Grocery,120.91,1
CP0741,Fashion,306.63,0
CP0742,Grocery,237.48,1
CP0743,Electronics,337.03,1
CP0744,Home,284.52,1
CP0745,Grocery,329.23,1
CP0746,Home,52.5,1
CP0747,Home,455.85,1
CP0748,Home,44.58,1
CP0749,Fashion,384.35,1
CP0750,Fashion,169.15,1
CP0751,Fashion,447.65,1
CP0752,Grocery,440.59,1
CP0753,Fashion,205.68,0
CP0754,Electronics,132.76,1
CP0755,Grocery,422.17,1
CP0756,Home,420.06,1
CP0757,Fashion,346.95,1
CP0758,Grocery,7.89,1
CP0759,Grocery,254.02,1
CP0760,Home,224.24,1
CP0761,Home,245.15,1
CP0762,Grocery,353.02,1
CP0763,Home,201.86,1
CP0764,Home,390.41,1
CP0765,Fashion,129.14,1
CP0766,Fashion,206.37,1
CP0767,Fashion,341.85,0
CP0768,Fashion,197.08,0
CP0769,Grocery,264.83,1
CP0770,Fashion,40.78,1
CP0771,Electronics,437.17,1
CP0772,Home,449.7,0
CP0773,Home,344.29,1
CP0774,Electronics,380.86,1
CP0775,Electronics,303.46,1
CP0776,Grocery,403.34,1
CP0777,Fashion,493.47,1
CP0778,Grocery,122.63,1
CP0779,Fashion,174.96,1
CP0780,Grocery,70.88,1
CP0781,Home,132.34,1
CP0782,Grocery,159.5,1
CP0783,Grocery,235.79,0
CP0784,Grocery,232.03,1
CP0785,Fashion,260.22,1
CP0786,Fashion,425.44,1
CP0787,Grocery,467.36,1
CP0788,Electronics,223.11,1
CP0789,Fashion,240.28,1
CP0790,Home,197.42,0
CP0791,Electronics,42.17,1
CP0792,Fashion,68.98,1
CP0793,Fashion,461.74,1
CP0794,Electronics,256.39,1
CP0795,Grocery,490.01,1
CP0796,Electronics,236.74,1
CP0797,Fashion,429.45,1
CP0798,Electronics,339.5,1
CP0799,Fashion,490.07,1
CP0800,Grocery,244.68,1
